"","protein_external_id","preferred_name","protein_size","annotation","refseq_peptide","GeneID","UniqueNAME"
"11741","9606.ENSP00000363017","RPA2",278,"Replication protein A 32 kDa subunit; As part of the heterotrimeric replication protein A complex (RPA/RP-A), binds and stabilizes single-stranded DNA intermediates, that form during DNA replication or upon DNA stress. It prevents their reannealing and in parallel, recruits and activates different proteins and complexes involved in DNA metabolism. Thereby, it plays an essential role both in DNA replication and the cellular response to DNA damage. In the cellular response to DNA damage, the RPA complex controls DNA repair and DNA damage checkpoint activation. Through recruitment of ATRI [...] ","ENSP00000363017","KH2013:KH.C1.1151","RPA2/4"
"9044","9606.ENSP00000346088","RPL22",128,"Ribosomal protein L22; Belongs to the eukaryotic ribosomal protein eL22 family","ENSP00000346088","KH2013:KH.C1.296","RPL22"
"14828","9606.ENSP00000386394","NIF3L1",377,"NIF3-like protein 1; May function as a transcriptional corepressor through its interaction with COPS2, negatively regulating the expression of genes involved in neuronal differentiation","ENSP00000386394","KH2013:KH.C1.1041","NIF3L1"
"10331","9606.ENSP00000356381","KATNA1",491,"Katanin p60 ATPase-containing subunit A1; Catalytic subunit of a complex which severs microtubules in an ATP-dependent manner. Microtubule severing may promote rapid reorganization of cellular microtubule arrays and the release of microtubules from the centrosome following nucleation. Microtubule release from the mitotic spindle poles may allow depolymerization of the microtubule end proximal to the spindle pole, leading to poleward microtubule flux and poleward motion of chromosome. Microtubule release within the cell body of neurons may be required for their transport into neuronal p [...] ","ENSP00000356381","KH2013:KH.C1.1004","KATNA1"
"13794","9606.ENSP00000378332","TGFB1I1",461,"Transforming growth factor beta-1-induced transcript 1 protein; Functions as a molecular adapter coordinating multiple protein-protein interactions at the focal adhesion complex and in the nucleus. Links various intracellular signaling modules to plasma membrane receptors and regulates the Wnt and TGFB signaling pathways. May also regulate SLC6A3 and SLC6A4 targeting to the plasma membrane hence regulating their activity. In the nucleus, functions as a nuclear receptor coactivator regulating glucocorticoid, androgen, mineralocorticoid and progesterone receptor transcriptional activity. [...] ","ENSP00000378332","KH2013:KH.C1.446","TGFB1I1"
"9527","9606.ENSP00000350704","C1orf109",203,"Uncharacterized protein C1orf109; May promote cancer cell proliferation by controlling the G1 to S phase transition","ENSP00000350704","KH2013:KH.C1.923","C1ORF109"
"2194","9606.ENSP00000259939","RNF144B",303,"E3 ubiquitin-protein ligase RNF144B; E3 ubiquitin-protein ligase which accepts ubiquitin from E2 ubiquitin-conjugating enzymes UBE2L3 and UBE2L6 in the form of a thioester and then directly transfers the ubiquitin to targeted substrates such as LCMT2, thereby promoting their degradation. Induces apoptosis via a p53/TP53-dependent but caspase-independent mechanism. However, its overexpression also produces a decrease of the ubiquitin-dependent stability of BAX, a pro-apoptotic protein, ultimately leading to protection of cell death; But, it is not an anti-apoptotic protein per se","ENSP00000259939","KH2013:KH.C1.425","RNF144B"
"3673","9606.ENSP00000276282","MFHAS1",1052,"Malignant fibrous histiocytoma amplified sequence 1; Roco domain containing","ENSP00000276282","KH2013:KH.C1.1068","MFHAS1"
"9286","9606.ENSP00000348442","PSMD12",456,"26S proteasome non-ATPase regulatory subunit 12; Component of the 26S proteasome, a multiprotein complex involved in the ATP-dependent degradation of ubiquitinated proteins. This complex plays a key role in the maintenance of protein homeostasis by removing misfolded or damaged proteins, which could impair cellular functions, and by removing proteins whose functions are no longer required. Therefore, the proteasome participates in numerous cellular processes, including cell cycle progression, apoptosis, or DNA damage repair; Belongs to the proteasome subunit p55 family","ENSP00000348442","KH2013:KH.C1.834","PSMD12"
"11726","9606.ENSP00000362936","TRNAU1AP",287,"tRNA selenocysteine 1-associated protein 1; Involved in the early steps of selenocysteine biosynthesis and tRNA(Sec) charging to the later steps resulting in the cotranslational incorporation of selenocysteine into selenoproteins. Stabilizes the SECISBP2, EEFSEC and tRNA(Sec) complex. May be involved in the methylation of tRNA(Sec). Enhances efficiency of selenoproteins synthesis (By similarity); Belongs to the RRM TRSPAP family","ENSP00000362936","KH2013:KH.C1.17","TRNAU1AP"
"18698","9606.ENSP00000477802","C1orf158",194,"Uncharacterized protein C1orf158; Chromosome 1 open reading frame 158","ENSP00000477802","KH2013:KH.C1.1","C1ORF158"
"12222","9606.ENSP00000365883","NUDT8",236,"Nucleoside diphosphate-linked moiety X motif 8; Probably mediates the hydrolysis of some nucleoside diphosphate derivatives; Nudix hydrolase family","ENSP00000365883","KH2013:KH.C1.81","NUDT8"
"11472","9606.ENSP00000361842","MATN4",581,"Matrilin-4; Major component of the extracellular matrix of cartilage; Matrilins","ENSP00000361842","KH2013:KH.C1.356","MATN1/3/4"
"11716","9606.ENSP00000362870","MATN1",496,"Cartilage matrix protein; Cartilage matrix protein is a major component of the extracellular matrix of non-articular cartilage. It binds to collagen; Matrilins","ENSP00000362870","KH2013:KH.C1.356","MATN1/3/4"
"14504","9606.ENSP00000383894","MATN3",486,"Matrilin-3; Major component of the extracellular matrix of cartilage and may play a role in the formation of extracellular filamentous networks; Matrilins","ENSP00000383894","KH2013:KH.C1.356","MATN1/3/4"
"12016","9606.ENSP00000364585","RCC2",522,"Protein RCC2; Required for completion of mitosis and cytokinesis. May function as a guanine nucleotide exchange factor for the small GTPase RAC1","ENSP00000364585","KH2013:KH.C1.1182","RCC2"
"12333","9606.ENSP00000366563","PIK3CD",1044,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform; Phosphoinositide-3-kinase (PI3K) that phosphorylates PftdIns(4,5)P2 (Phosphatidylinositol 4,5-bisphosphate) to generate phosphatidylinositol 3,4,5-trisphosphate (PIP3). PIP3 plays a key role by recruiting PH domain-containing proteins to the membrane, including AKT1 and PDPK1, activating signaling cascades involved in cell growth, survival, proliferation, motility and morphology. Mediates immune responses. Plays a role in B-cell development, proliferation, migration, and function. Required for B-cell recept [...] ","ENSP00000366563","KH2013:KH.C1.695","PIK3CD"
"8813","9606.ENSP00000343658","MAP4K4",1273,"Mitogen-activated protein kinase kinase kinase kinase 4; Serine/threonine kinase that may play a role in the response to environmental stress and cytokines such as TNF-alpha. Appears to act upstream of the JUN N-terminal pathway. Phosphorylates SMAD1 on Thr-322; Belongs to the protein kinase superfamily. STE Ser/Thr protein kinase family. STE20 subfamily","ENSP00000343658","KH2013:KH.C1.740","MAP4K4"
"3245","9606.ENSP00000267884","SRP14",136,"Signal recognition particle 14 kDa protein; Signal-recognition-particle assembly has a crucial role in targeting secretory proteins to the rough endoplasmic reticulum membrane. SRP9 together with SRP14 and the Alu portion of the SRP RNA, constitutes the elongation arrest domain of SRP. The complex of SRP9 and SRP14 is required for SRP RNA binding","ENSP00000267884","KH2013:KH.C1.511","SRP14"
"10893","9606.ENSP00000358999","TMEM187",261,"Transmembrane protein 187","ENSP00000358999","KH2013:KH.C1.143","TMEM187"
"3488","9606.ENSP00000272438","TEX261",196,"Protein TEX261; Testis expressed 261","ENSP00000272438","KH2013:KH.C1.284","TEX261"
"2621","9606.ENSP00000262919","ATRN",1429,"Attractin; Involved in the initial immune cell clustering during inflammatory response and may regulate chemotactic activity of chemokines. May play a role in melanocortin signaling pathways that regulate energy homeostasis and hair color. Low-affinity receptor for agouti (By similarity). Has a critical role in normal myelination in the central nervous system (By similarity); C-type lectin domain containing","ENSP00000262919","KH2013:KH.C1.1085","ATRN"
"12015","9606.ENSP00000364579","GRTP1",344,"Growth hormone-regulated TBC protein 1; May act as a GTPase-activating protein for Rab family protein(s)","ENSP00000364579","KH2013:KH.C1.368","GRTP1"
"16830","9606.ENSP00000426654","ANAPC4",809,"Anaphase-promoting complex subunit 4; Component of the anaphase promoting complex/cyclosome (APC/C), a cell cycle-regulated E3 ubiquitin ligase that controls progression through mitosis and the G1 phase of the cell cycle. The APC/C complex acts by mediating ubiquitination and subsequent degradation of target proteins: it mainly mediates the formation of 'Lys-11'-linked polyubiquitin chains and, to a lower extent, the formation of 'Lys-48'- and 'Lys-63'-linked polyubiquitin chains","ENSP00000426654","KH2013:KH.C1.1135","ANAPC4"
"18449","9606.ENSP00000471455","CCDC124",223,"Coiled-coil domain-containing protein 124; Required for proper progression of late cytokinetic stages; Belongs to the CCDC124 family","ENSP00000471455","KH2013:KH.C1.680","CCDC124"
"5113","9606.ENSP00000300231","MAP1A",2803,"Microtubule-associated protein 1A; Structural protein involved in the filamentous cross- bridging between microtubules and other skeletal elements","ENSP00000300231","KH2013:KH.C1.625","MAP1A"
"4156","9606.ENSP00000286808","CLDN17",224,"Claudin-17; Channel-forming tight junction protein with selectivity for anions, including chloride and bicarbonate, and for solutes smaller than 9 Angstrom in diameter. In the kidney proximal tubule, may be involved in quantitative reabsorption of filtered anions. Does not affect water permeability; Belongs to the claudin family","ENSP00000286808","KH2013:KH.C1.1049","CLDN14/17/2/20"
"10282","9606.ENSP00000356133","CLDN20",219,"Claudin-20; Plays a major role in tight junction-specific obliteration of the intercellular space, through calcium- independent cell-adhesion activity; Claudins","ENSP00000356133","KH2013:KH.C1.1049","CLDN14/17/2/20"
"14349","9606.ENSP00000382090","CLDN14",239,"Claudin-14; Plays a major role in tight junction-specific obliteration of the intercellular space, through calcium- independent cell-adhesion activity; Belongs to the claudin family","ENSP00000382090","KH2013:KH.C1.1049","CLDN14/17/2/20"
"17440","9606.ENSP00000441283","CLDN2",230,"Claudin-2; Plays a major role in tight junction-specific obliteration of the intercellular space, through calcium- independent cell-adhesion activity; Claudins","ENSP00000441283","KH2013:KH.C1.1049","CLDN14/17/2/20"
"7970","9606.ENSP00000334003","INTU",942,"Protein inturned; Plays a key role in ciliogenesis and embryonic development. Regulator of cilia formation by controlling the organization of the apical actin cytoskeleton and the positioning of the basal bodies at the apical cell surface, which in turn is essential for the normal orientation of elongating ciliary microtubules. Plays a key role in definition of cell polarity via its role in ciliogenesis but not via conversion extension. Has an indirect effect on hedgehog signaling (By similarity). Proposed to function as core component of the CPLANE (ciliogenesis and planar polarity ef [...] ","ENSP00000334003","KH2013:KH.C1.282","INTU"
"18187","9606.ENSP00000464087","RNF213",5207,"E3 ubiquitin-protein ligase RNF213; E3 ubiquitin-protein ligase involved in angiogenesis. Involved in the non-canonical Wnt signaling pathway in vascular development: acts by mediating ubiquitination and degradation of FLNA and NFATC2 downstream of RSPO3, leading to inhibit the non-canonical Wnt signaling pathway and promoting vessel regression. Also has ATPase activity; Ring finger proteins","ENSP00000464087","KH2013:KH.C1.557","RNF213"
"15337","9606.ENSP00000395204","TMEM68",324,"Transmembrane protein 68","ENSP00000395204","KH2013:KH.C1.141","TMEM68"
"1750","9606.ENSP00000253237","GRWD1",446,"Glutamate-rich WD repeat-containing protein 1; Histone binding-protein that regulates chromatin dynamics and minichromosome maintenance (MCM) loading at replication origins, possibly by promoting chromatin openness; WD repeat domain containing","ENSP00000253237","KH2013:KH.C1.1024","GRWD1"
"2827","9606.ENSP00000264059","EFHD1",239,"EF-hand domain-containing protein D1; Acts as a calcium sensor for mitochondrial flash (mitoflash) activation, an event characterized by stochastic bursts of superoxide production. May play a role in neuronal differentiation (By similarity); EF-hand domain containing","ENSP00000264059","KH2013:KH.C1.1118","EFHD1/2"
