"","refseq_peptide","ensembl_gene_id","ensembl_transcript_id","external_gene_name","refseq_peptide_predicted","protein_external_id","preferred_name","protein_size","annotation"
"877","","ENSCING00000000633","ENSCINT00000001166","","XP_002122561","7719.XP_002122561.2","XP_002122561.2",597,"X-ray repair cross-complementing protein 5 isoform X1; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 12 ESTs, 2 Proteins, and 98% coverage of the annotated genomic feature by RNAseq alignments"
"878","","ENSCING00000022606","ENSCINT00000035014","","XP_002122566","7719.XP_002122566.1","XP_002122566.1",209,"Lysozyme g-like"
"879","","ENSCING00000015930","ENSCINT00000028152","","XP_002122567","7719.XP_002122567.2","LOC779004",543,"Transcription factor GATA-3"
"880","","ENSCING00000024137","ENSCINT00000027724","","XP_002122577","7719.XP_002122577.1","XP_002122577.1",252,"Uncharacterized protein LOC100176601"
"881","","ENSCING00000002681","ENSCINT00000005465","","XP_002122578","7719.XP_002122578.1","XP_002122578.1",304,"Uncharacterized protein LOC100175715"
"882","","ENSCING00000018430","ENSCINT00000034543","","XP_002122590","7719.XP_002122590.2","XP_002122590.2",382,"Uncharacterized protein LOC100186613 isoform X2; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 11 ESTs, and 99% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"
"883","","ENSCING00000024359","ENSCINT00000030375","","XP_002122596","7719.XP_002122596.1","XP_002122596.1",252,"Tetraspanin; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 1 mRNA, 16 ESTs, and 83% coverage of the annotated genomic feature by RNAseq alignments"
"884","","ENSCING00000005861","ENSCINT00000012084","","XP_002122599","7719.XP_002122599.1","XP_002122599.1",508,"Basal body-orientation factor 1-like"
"885","","ENSCING00000002077","ENSCINT00000004214","","XP_002122633","7719.XP_002122633.3","XP_002122633.3",362,"Gamma-aminobutyric acid type B receptor subunit 2-like"
"886","","ENSCING00000020086","ENSCINT00000030855","","XP_002122648","7719.XP_002122648.1","XP_002122648.1",310,"26S proteasome non-ATPase regulatory subunit 14"
"887","","ENSCING00000012246","ENSCINT00000023199","","XP_002122689","7719.XP_002122689.1","XP_002122689.1",599,"peptide-N(4)-(N-acetyl-beta- glucosaminyl)asparagine amidase-like"
"888","","ENSCING00000022478","ENSCINT00000035180","","XP_002122707","7719.XP_002122707.2","XP_002122707.2",729,"Endoglucanase; The sequence of the model RefSeq protein was modified relative to its source genomic sequence to represent the inferred CDS: added 195 bases not found in genome assembly"
"889","","ENSCING00000002597","ENSCINT00000005345","","XP_002122708","7719.XP_002122708.1","prkar1b",375,"cAMP-dependent protein kinase type I-beta regulatory subunit"
"890","","ENSCING00000024234","ENSCINT00000032817","","XP_002122718","7719.XP_002122718.1","XP_002122718.1",494,"Endosomal/lysomomal potassium channel TMEM175-like isoform X1; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 8 ESTs, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 3 samples with support for all annotated introns"
"891","","ENSCING00000016657","ENSCINT00000020991","","XP_002122719","7719.XP_002122719.1","XP_002122719.1",256,"Macrophage mannose receptor 1-like"
"892","","ENSCING00000014068","ENSCINT00000002897","","XP_002122720","7719.XP_002122720.2","XP_002122720.2",552,"Uncharacterized protein LOC100180010"
"893","","ENSCING00000013040","ENSCINT00000024342","","XP_002122728","7719.XP_002122728.1","dnajc10",811,"dnaJ homolog subfamily C member 10"
"894","","ENSCING00000012441","ENSCINT00000023462","","XP_002122739","7719.XP_002122739.1","XP_002122739.1",447,"Tubulin alpha chain; Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain"
"895","","ENSCING00000006921","ENSCINT00000014231","","XP_002122754","7719.XP_002122754.1","pik3cg",1131,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform; Belongs to the PI3/PI4-kinase family"
"896","","ENSCING00000004705","ENSCINT00000009747","","XP_002122771","7719.XP_002122771.1","XP_002122771.1",587,"Transporter; Sodium- and chloride-dependent GABA transporter ine; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family"
"897","","ENSCING00000000773","ENSCINT00000001409","","XP_002122785","7719.XP_002122785.1","XP_002122785.1",515,"Putative tRNA pseudouridine synthase Pus10"
"898","","ENSCING00000001050","ENSCINT00000001973","","XP_002122792","7719.XP_002122792.1","XP_002122792.1",249,"Nurim-like"
"899","","ENSCING00000012976","ENSCINT00000024235","","XP_002122806","7719.XP_002122806.1","XP_002122806.1",201,"Uncharacterized protein LOC100178327"
"900","","ENSCING00000012434","ENSCINT00000023452","","XP_002122818","7719.XP_002122818.1","XP_002122818.1",225,"Elongation factor 1-beta-like isoform X1; Belongs to the EF-1-beta/EF-1-delta family"
"901","","ENSCING00000005549","ENSCINT00000011495","","XP_002122829","7719.XP_002122829.1","XP_002122829.1",495,"Uncharacterized protein LOC100183950; Belongs to the G-protein coupled receptor 1 family"
"902","","ENSCING00000024840","ENSCINT00000036529","","XP_002122853","7719.XP_002122853.1","XP_002122853.1",641,"Uncharacterized protein LOC100186732"
"903","","ENSCING00000003515","ENSCINT00000007231","","XP_002122856","7719.XP_002122856.1","XP_002122856.1",238,"Uncharacterized protein LOC100185785"
"904","","ENSCING00000015618","ENSCINT00000027803","","XP_002122866","7719.XP_002122866.2","XP_002122866.2",814,"Pleckstrin homology domain-containing family M member 1-like"
"905","","ENSCING00000021958","ENSCINT00000032886","","XP_002122873","7719.XP_002122873.3","XP_002122873.3",550,"Atrial natriuretic peptide receptor 3-like"
"906","","ENSCING00000001720","ENSCINT00000003471","","XP_002122877","7719.XP_002122877.1","XP_002122877.1",296,"Down syndrome critical region protein 3 homolog"
"907","","ENSCING00000012440","ENSCINT00000023461","","XP_002122889","7719.XP_002122889.1","XP_002122889.1",123,"Uncharacterized protein LOC100182200"
"908","","ENSCING00000013133","ENSCINT00000024456","","XP_002122907","7719.XP_002122907.2","XP_002122907.2",440,"Ataxin-10-like isoform X1; Ataxin-10-like"
"909","","ENSCING00000014370","ENSCINT00000026265","","XP_002122910","7719.XP_002122910.1","XP_002122910.1",201,"CKLF-like MARVEL transmembrane domain-containing protein 4"
"910","","ENSCING00000017644","ENSCINT00000002987","","XP_002122911","7719.XP_002122911.1","XP_002122911.1",603,"Cerebral cavernous malformations protein 2 homolog; Malcavernin"
"911","","ENSCING00000009268","ENSCINT00000018836","","XP_002122915","7719.XP_002122915.1","XP_002122915.1",278,"Elongation of very long chain fatty acids protein 7-like"
"912","","ENSCING00000011417","ENSCINT00000022068","","XP_002122918","7719.XP_002122918.1","XP_002122918.1",152,"DNA-directed RNA polymerases I, II, and III subunit RPABC3-like"
"913","","ENSCING00000008645","ENSCINT00000017658","","XP_002122925","7719.XP_002122925.1","XP_002122925.1",245,"Glutathione S-transferase omega-1-like"
"914","","ENSCING00000015162","ENSCINT00000027294","","XP_002122942","7719.XP_002122942.1","XP_002122942.1",283,"Phosphatidate cytidylyltransferase 2-like"
"915","","ENSCING00000000389","ENSCINT00000000723","","XP_002122947","7719.XP_002122947.1","XP_002122947.1",384,"Synaptotagmin-1-like"
"916","","ENSCING00000010542","ENSCINT00000002777","","XP_002122955","7719.XP_002122955.1","XP_002122955.1",426,"E3 ubiquitin-protein ligase BRE1A-like isoform X1"
"917","","ENSCING00000005858","ENSCINT00000012173","","XP_002122965","7719.XP_002122965.1","XP_002122965.1",471,"NADH-ubiquinone oxidoreductase 49 kDa subunit-like; Belongs to the complex I 49 kDa subunit family"
"918","","ENSCING00000007926","ENSCINT00000016222","","XP_002122993","7719.XP_002122993.1","XP_002122993.1",502,"Dual specificity protein kinase CLK2"
"919","","ENSCING00000008221","ENSCINT00000016797","","XP_002122999","7719.XP_002122999.1","XP_002122999.1",336,"WD repeat domain phosphoinositide-interacting protein 3"
"920","","ENSCING00000007321","ENSCINT00000015025","","XP_002123007","7719.XP_002123007.1","XP_002123007.1",430,"Sodium/iodide cotransporter-like; Belongs to the sodium:solute symporter (SSF) (TC 2.A.21) family"
"921","","ENSCING00000004360","ENSCINT00000009005","","XP_002123012","7719.XP_002123012.1","XP_002123012.1",285,"Inositol oxygenase-like"
"922","","ENSCING00000011806","ENSCINT00000022638","","XP_002123014","7719.XP_002123014.1","XP_002123014.1",671,"Neutral and basic amino acid transport protein rBAT-like"
"923","","ENSCING00000001697","ENSCINT00000003429","","XP_002123019","7719.XP_002123019.1","XP_002123019.1",392,"C3a anaphylatoxin chemotactic receptor; Uncharacterized protein LOC100181055; Belongs to the G-protein coupled receptor 1 family"
"924","","ENSCING00000011810","ENSCINT00000022642","","XP_002123025","7719.XP_002123025.3","XP_002123025.3",301,"Ribosomal L1 domain-containing protein 1-like; The sequence of the model RefSeq protein was modified relative to its source genomic sequence to represent the inferred CDS: added 51 bases not found in genome assembly"
"925","","ENSCING00000009663","ENSCINT00000028274","","XP_002123029","7719.XP_002123029.2","XP_002123029.2",1240,"Angiotensin-converting enzyme-like"
"926","","ENSCING00000001811","ENSCINT00000003655","","XP_002123031","7719.XP_002123031.2","XP_002123031.2",398,"Apoptosis-inducing factor 2"
"927","","ENSCING00000010773","ENSCINT00000021289","","XP_002123032","7719.XP_002123032.1","XP_002123032.1",145,"UPF0561 protein C2orf68 homolog"
"928","","ENSCING00000017995","ENSCINT00000023651","","XP_002123043","7719.XP_002123043.1","XP_002123043.1",157,"Uncharacterized protein LOC100175559; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 3 ESTs, and 93% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"
"929","","ENSCING00000023936","ENSCINT00000031510","","XP_002123064","7719.XP_002123064.1","XP_002123064.1",151,"Uncharacterized protein LOC100177134"
"930","","ENSCING00000004025","ENSCINT00000008324","","XP_002123107","7719.XP_002123107.1","XP_002123107.1",323,"Guanine nucleotide-binding protein subunit beta-2-like 1"
"931","","ENSCING00000025156","ENSCINT00000036638","","XP_002123122","7719.XP_002123122.1","XP_002123122.1",365,"Sulfotransferase; WSC domain-containing protein 2; Belongs to the sulfotransferase 1 family"
"932","","ENSCING00000012212","ENSCINT00000014583","","XP_002123131","7719.XP_002123131.1","XP_002123131.1",626,"Vacuolar protein sorting-associated protein 33B; Belongs to the STXBP/unc-18/SEC1 family"
"933","","ENSCING00000009985","ENSCINT00000020105","","XP_002123133","7719.XP_002123133.2","XP_002123133.2",508,"Serine/threonine-protein kinase NIM1 isoform X1"
"934","","ENSCING00000022600","ENSCINT00000005614","","XP_002123134","7719.XP_002123134.1","XP_002123134.1",171,"Myosin regulatory light chain, smooth muscle-like"
"935","","ENSCING00000006360","ENSCINT00000013101","","XP_002123140","7719.XP_002123140.1","XP_002123140.1",503,"Cytochrome P450 4V2"
"936","","ENSCING00000008800","ENSCINT00000017912","","XP_002123145","7719.XP_002123145.1","XP_002123145.1",1212,"Uncharacterized protein LOC100184049"
"937","","ENSCING00000022952","ENSCINT00000003989","","XP_002123168","7719.XP_002123168.1","XP_002123168.1",281,"Phosphopantothenate--cysteine ligase-like; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 9 ESTs, 8 Proteins, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 2 samples with support for all annotated introns"
"938","","ENSCING00000004519","ENSCINT00000009346","","XP_002123174","7719.XP_002123174.1","XP_002123174.1",254,"Derlin; May be involved in the degradation of misfolded endoplasmic reticulum (ER) luminal proteins"
"939","","ENSCING00000000951","ENSCINT00000001721","","XP_002123183","7719.XP_002123183.1","XP_002123183.1",455,"Proton-coupled folate transporter-like"
"940","","ENSCING00000016042","ENSCINT00000028269","","XP_002123184","7719.XP_002123184.1","XP_002123184.1",167,"Small nuclear ribonucleoprotein-associated protein B-like isoform X1"
"941","","ENSCING00000020121","ENSCINT00000032271","","XP_002123188","7719.XP_002123188.1","XP_002123188.1",193,"Uncharacterized protein LOC100178811"
"942","","ENSCING00000009873","ENSCINT00000018476","","XP_002123194","7719.XP_002123194.1","XP_002123194.1",371,"Lombricine kinase-like; Belongs to the ATP:guanido phosphotransferase family"
"943","","ENSCING00000021738","ENSCINT00000033491","","XP_002123197","7719.XP_002123197.1","XP_002123197.1",258,"Transmembrane protein 106B"
"944","","ENSCING00000023733","ENSCINT00000002461","","XP_002123205","7719.XP_002123205.1","XP_002123205.1",158,"Uncharacterized protein LOC100183307"
"945","","ENSCING00000012638","ENSCINT00000014519","","XP_002123216","7719.XP_002123216.1","XP_002123216.1",378,"Actin, muscle"
"946","","ENSCING00000022600","ENSCINT00000005614","","XP_002123217","7719.XP_002123217.1","XP_002123217.1",171,"Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 258 ESTs, 8 Proteins, and 37% coverage of the annotated genomic feature by RNAseq alignments"
"947","","ENSCING00000020111","ENSCINT00000024572","","XP_002123217","7719.XP_002123217.1","XP_002123217.1",171,"Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 258 ESTs, 8 Proteins, and 37% coverage of the annotated genomic feature by RNAseq alignments"
"948","","ENSCING00000002749","ENSCINT00000024571","","XP_002123217","7719.XP_002123217.1","XP_002123217.1",171,"Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 258 ESTs, 8 Proteins, and 37% coverage of the annotated genomic feature by RNAseq alignments"
"949","","ENSCING00000003706","ENSCINT00000007635","","XP_002123224","7719.XP_002123224.1","XP_002123224.1",328,"Amine sulfotransferase-like; Belongs to the sulfotransferase 1 family"
"950","","ENSCING00000008646","ENSCINT00000017659","","XP_002123229","7719.XP_002123229.1","XP_002123229.1",191,"Uncharacterized protein LOC100177323; RNA-binding protein 6-like"
"951","","ENSCING00000005458","ENSCINT00000011276","","XP_002123251","7719.XP_002123251.1","XP_002123251.1",551,"SPATS2-like protein"
"952","","ENSCING00000023203","ENSCINT00000031992","","XP_002123269","7719.XP_002123269.2","XP_002123269.2",246,"Uncharacterized protein LOC100179247 isoform X1"
"953","","ENSCING00000024426","ENSCINT00000033209","","XP_002123276","7719.XP_002123276.1","XP_002123276.1",335,"serotransferrin-A"
"954","","ENSCING00000005248","ENSCINT00000010787","","XP_002123291","7719.XP_002123291.1","XP_002123291.1",792,"Nucleolar MIF4G domain-containing protein 1"
